Sample_29	Sample_A49	Sample_52	Sample_37	Sample_8	Sample_14	Sample_A57	Sample_A32	Sample_A11	Sample_49	Sample_A29	Sample_32	Sample_11	Sample_57	Sample_A37	Sample_A14	Sample_A52	Sample_A43	Sample_A60	Sample_A05	Sample_A26	Sample_46	Sample_65	Sample_23	Sample_A38	Sample_58	Sample_2	Sample_A23	Sample_A46	Sample_26	Sample_43	Sample_60	Sample_A58	Sample_38	Sample_7	Sample_6	Sample_39	Sample_A59	Sample_61	Sample_42	Sample_27	Sample_A64	Sample_A47	Sample_A22	Sample_A01	Sample_3	Sample_59	Sample_A39	Sample_22	Sample_64	Sample_47	Sample_A27	Sample_A04	Sample_A61	Sample_A42	Sample_A53	Sample_A15	Sample_A36	Sample_56	Sample_10	Sample_33	Sample_A28	Sample_48	Sample_A10	Sample_A33	Sample_A56	Sample_9	Sample_15	Sample_36	Sample_53	Sample_A48	Sample_28	Sample_51	Sample_17	Sample_34	Sample_A54	Sample_A12	Sample_A31	Sample_A09	Sample_12	Sample_31	Sample_54	Sample_A17	Sample_A34	Sample_A51	Sample_A63	Sample_A40	Sample_A25	Sample_A06	Sample_45	Sample_20	Sample_A18	Sample_1	Sample_A20	Sample_A03	Sample_A45	Sample_25	Sample_63	Sample_40	Sample_18	Sample_4	Sample_19	Sample_5	Sample_41	Sample_62	Sample_24	Sample_A44	Sample_A02	Sample_A21	Sample_A19	Sample_21	Sample_44	Sample_A07	Sample_A24	Sample_A41	Sample_A62	Sample_A50	Sample_A35	Sample_A16	Sample_55	Sample_30	Sample_13	Sample_A08	Sample_A30	Sample_A13	Sample_A55	Sample_35	Sample_16	Sample_50
mOTU_linkage_group_256	2208.5	102	819.5	0	5786.5	0	0	0	501.25	1759	188	1120.5	0	0	1044.5	374.5	0	0	0	2789	0	4416.5	0	771.5	656.5	0	4796.5	0	994.5	3519.5	246	0	0	0	501	5776	0	88.5	123	0	61.5	458.5	73.5	0	342.5	1431	1200	0	1555	2242	0	34.5	98.5	2338.5	1622	11.5	0	0	0	295	438.5	0	0	95400.75	675.5	0	0	0	70496.75	431.75	458	0	864	0	1245.5	0	4175.5	667	0	68.5	5442	0	233.5	0	1752.25	0	0	579.5	9006	0	3285.5	0	0	124	558	2506	11633.75	324	0	3135.5	492	0	0	0	0	0	971.25	4142.5	0	57.5	12321	3359.5	25.5	362	1387	0	3984.75	2195	2210.5	0	2891	393.5	0	6357	4069.5	1453	243.5	1386	123
mOTU_linkage_group_257	26159.50097655	21834.5	30410.5	0	24698	15397	0	0	0	6775	30966	19739	9523	8936	0	59809.9980469	17953	9399.5	9580	186	15179.5	12139.5	32516	38354	65009.5	0	0	5089.5	53919	0	16853.5	22344.99902345	4544	50627	130861.5	56903	9996.5	16875	44893	0	27680	14846.5	92732.5	10325.5	2228.5	50971.5	4226.5	14865.5	43911.5019531	39132.5	23993	19973	13641	0	0	5693	24133.99902345	18221.5	11907	50265.4980469	9747	57317.5	16738.0004883	0	8624	7463.50073242	29108.5	52057.5	0	34055.5	71480	63525	26705	5621	5659.50024414	34274.5019531	0	248	9855	50524	36090.5	20406	62689.0019531	14332	0	10607.9995117	0	23926.5	10134	29700	0	0	5739.5	10525.4995117	5188	10519	0	63925.5019531	32807.9980469	61764.9980469	45448	4426	57454	7757.50024414	39855.5	18936	25736.5	50854.5	0	35088.5	0	10475	39398.5	24067	19779.49902345	16884	17901	0	46716.5	0	0	69537.5	9928.5	0	0	20505	18139.5	9717.9995117	6636.50024414
mOTU_linkage_group_260	420.5	696.5	0	23213.5	0	1230	7393	6526	26995.5	3345	402	2592.5	7666	1676	11927	277	2809.5	734.5	3947	15480	665.5	2721	61.5	228	2368	0	3178	7237	3008	29383.3330078	0	2557	3650.5	482.5	0	492	5494.5	1540	123	18105	369	453	473.5	284	36692.5	61.5	2011	2455	0	417.5	206.5	176	2104.5	3724	231.5	2266.5	1542	525.5	9333	2184	0	116.5	6969.5	23391	8752.166503905	4436.5	773	0	10104	0	0	3475	2402	1594	237	4121.5	651.5	5360.5	0	246	123	1170	2674	946	61125.5	5338	5580.5	4414.5	2132.5	1760.5	2366.5	9356.25	12765.5	3430.5	24502.5	6053	11136.5	737.5	644	0	1210.5	4306.5	60.5	6254	1829.5	13065	37.5	2565.5	1095.5	560.5	10746.4995117	23610.25	7724.75	124	3049.5	1871	147	52906.5	62	3748.5	41808.5	0	5216	59047	3188	1630.625	851	4904.5	3635.5
mOTU_linkage_group_261	6577	4887.5	11369.5	0	9394	1820.5	0	0	0	2645	22039	0	0	0	0	38781	13276.5	7697	7084	0	14266	0	1133.5	12496.5	44474	0	0	0	7495	0	0	4178	0	3717	13960	16183	0	5435.5	15047.5	0	27045.99902345	1768.5	15650	0	0	21603.5	0	4058	25963	5503.5	1993.499938965	0	0	0	0	163	10978.5	11389	103.5	0	2823	50722	7018	0	238.5	0	11592	25872.5	0	6803.49975586	32677.5	0	0	0	0	0	0	124	1133.5	29079.5	11250.5	7065.5	27588.5	9414.5	0	0	0	9004.5	0	0	0	0	0	5956.99975586	0	0	0	38175.5	4064	0	4541	0	350	0	0	492	7983	37959	0	0	0	0	58133	3797	19181	7199.5	5283	0	6391	0	0	13883	2845	0	0	20248	2029	0	245
mOTU_linkage_group_263	0	1148.9999694825	0	0	738	1503.5	3202	5445.5	8590.5	984	479.5	0	4139	246	274	2888.5	851	297.5	2994	7601.5	1161.5	0	61.5	559.5	1744.5	0	0	6369	1180.5	832.5	0	1867	1919	764	2144	5113	1609	2954.5	0	6399.5	507.5	689.5	2899	0	1623.5	9275.5	430	2872.5	0	1291.5	1285.5	0	0	2747	0	2752	5573	1033	3472	0	3034.5	2995.5	2663.5	0	2421.5	0	3898.5	1932	19527.5	0	540	822.5	66323.5	3696	246	5097	35158.5	10278	1123	1290.5	0	851	3669.5	3916.5	0	1377.5	2526.5	0	8854.5	7072	0	0	1892.5	7088.5	17910	0	0	1118	1380.5	0	0	368.5	0	8506	9921.5	7542	3857.5	34073	1370	0	0	0	4697.5	0	4086.5	2525	2605	0	0	3063.5	985	7101.5	3171.5	1195.5	0	520	4048.5	5918.5	1456.5
mOTU_linkage_group_265	0	885	0	0	734.5	0	0	0	23579	0	507.5	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	1054.5	0	0	0	0	0	0	0	0	0	0	0	0	843.5	0	0	0	0	0	0	2080	528	0	0	0	0	0	0	0	0	0	0	0	0	0	1116	0	372	0	517	0	0	2239.5	0	0	0	0	0	0	0	2414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	164.5	0	616	90	0	699.5	0	0	387.5	0	0	0	176.5	0	0	0
mOTU_linkage_group_266	0	245	0	9481	123	0	0	0	1787	0	0	0	2298	0	1251	0	299	115	104	1522	316	3809	0	0	171	0	1080	0	774	8276	0	0	570	0	0	123	5681	50	0	34397	0	71	0	0	2012	0	350	701	0	0	246	0	17.7142848969	0	0	304	0	367	273	0	7334	124	0	123	0	1866	432	0	369	0	0	48	0	0	2533	0	0	564	0	0	205	123	59	0	0	218	124	13.571428299	0	246	615	294	91	868	594	0	24597	0	721	72	17.571428299	1042	0	624	123	246	0	111	0	11.571428299	0	56	62	0	115	115	0	9934	0	615	123	368	0	827	0	0	71	0	245
mOTU_linkage_group_267	61.5	0	0	0	0	0	8586	8469.5	310	0	0	0	0	0	7081	0	362.5	1627	4241	11573.5	247.5	0	0	0	0	0	0	3205.00024414	51.5	0	0	0	2482	0	0	246	2265	365.5	0	0	0	0	207.5	5557	6660.5	0	0	1407.66668701	0	0	0	602	0	2746	0	57.5	0	245.5	0	996.5	0	341	0	8015.5	20582.5	2274	61.5	0	0	0	0	156.5	0	0	0	933.5	0	3776.5	0	0	0	2613.5	0	1751.5	28236.9160156	3901	16232	0	0	0	0	18264.5	737.5	805	28998	6680.5	0	0	0	0	0	0	0	0	246	0	0	0	712.5	23	2211	0	0	0	7410	0	0	35572.5	0	948.5	0	0	2718.416625975	22748	556	0	110.5	0	54.5
mOTU_linkage_group_269	5161.5	4855	6404	15362.4995117	7999.50024414	12355.0004883	6235.99975586	1665.5	3354.00012207	16542.5	3380.49987793	10319	31732.50097655	22957.5	129.4999885558	3497.99987793	6580.00024414	1926.499938965	82.5	9114.5	3263.49987793	14711	6425.50048828	7701.99975586	4613.49975586	0	0	447	4905	632	5902	16337.5	2822.50012207	5844	3103.50024414	13445	7848.50024414	4822	6404.99975586	28643	8353.00024414	597	13212	4410	1130.5	3530	4900.5	5453.00048828	4744.50024414	19749.5	11756	2471	570.5000305175	1096.000061035	9820.50048828	2416.5	4284.5	2280.5	8056.00048828	30759.49902345	16047.50097655	2187.5	16141.5	582.0000305175	4381.50024414	124	9562.5	5572.5	10037.5	12717.5	2151.500183105	5893	24330.5	8166.00024414	5672	3415.50024414	0	5991	134	10263.4995117	20079	8389.5	13198.5	1236.5	0	1318.5	9664.5	3394.50012207	7212.99951172	5098.5	25513	10564.0004883	32603.5	6306.99975586	661.9999694825	5740.99975586	13777.5	11881.9995117	14472.4995117	23818.5	11999	2652.5	11462.0004883	14283.5004883	6580.5	2357.5	4711.50024414	3111.00012207	1101.000061035	9328	106067.4921875	19163	2270	2750.99987793	7271.5	858	5025.50024414	0	2816.49987793	13472.99853515	17396	24336	4756.5	0	675.9999694825	3871.00024414	6380	9961.99999998	7811.49975586
mOTU_linkage_group_272	4175.5	433	123	9109	5137.5	246	3813	25.5	1865.5	1923.5	404	0	2349	7871.5	0	0	134	0	0	7037.5	853.5	4583	6185.5	0	55	0	14574.5	4582.5	3419.5	5845	0	1962.5	1586	794.5	0	906.5	1096	230	1567	4237	184.5	0	409.5	0	3430.5	0	2534	0	0	1942	778	2088.5	0	1632.5	1777	894	124	0	5655	24161	0	0	0	10038.5	479.5	2145	0	0	9507	3360.5	230	0	12752	699	13710.5	751.5	307	2891.5	0	0	1393.5	2299	40.5	0	33925.5	254.5	5159.5	3448	0	6680.5	3173	8321	4755.5	865	14662.5	0	32756.5	788.5	4194.5	4724	246	0	2309.5	157.5	9391	8946.5	0	0	371.5	133.5	34131.5	8531	1736.5	1034	1387.5	0	0	16157.5	248	253	3138	131	3890.5	2283	10496	0	11665	1701.5	1781
mOTU_linkage_group_273	3219	96.5	0	6507.5	0	1943.5	8571	3134	67327.875	900.5	172.5	3324.49987793	2911	2336	10652	639.5	2240	223.5	1576.5	16357.5	2356.5	3916	1076.4999694825	0	1116.5	0	1429.000061035	3599	0	61.5	2201	2222	16963	1317	243.5	0	2396.5	5594	492	62772.5	3126	235.0000076295	2787.50012207	27787	10878.5	1068	1073.5	720.5	0	0	2015	2582	1102	5570	4278	4011.5	3973.5	1209.5	0	8786	3259	288	117	37694.5	2761	1672	676.5	0	15095.5	428.000015259	55	1580.5	17317.5	591.000015259	1436	829.5	7004.99975586	17469	597.5	2035	0	742	1493	2229.5	43618.5	6534.625	53945	10219.5	1313.5	837	10549	12477	6692.5	21968	4897.5	4356	38	3124.5	533.5	1686	1113.5	1571	156.5	1409	245.5	5676.5	870	2247	22258.125	8009.5	9459	48379	2741.49987793	388.5	1150.5	1523.5	0	15864	406.999984741	5188	4251.5	0	2759	844.5	16340.5	0	3368	3364	5527.5
mOTU_linkage_group_275	0	0	2051.85107422	0	465.000061035	0	0	0	0	0	622	0	0	0	0	3415.99975586	0	0	0	0	626.25	0	123	5107	12630.5429688	0	0	0	890	0	2091	0	0	0	24592.4238281	615	0	1323	7362.77246094	0	216.916641235	1129.95654297	549	0	6697	7347.56884766	246.000030518	0	123	2863	0	2819	3567.99951172	0	0	0	415.139556885	0	0	0	0	0	0	0	0	0	0	4409	0	0	4121	465.033508301	369.000030518	0	0	0	0	0	359	14904	12910.3105469	3626.24609375	5095.94140625	0	0	0	0	0	13917	0	0	0	0	0	0	0	0	31418	0	0	3010.90820312	0	0	0	0	0	6358	4672.99951172	0	0	0	241	1557	0	0	114.999984741	4209.79492188	0	5245.90917969	0	0	7695	0	0	0	585.99987793	246	0	0
mOTU_linkage_group_278	0	6101	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	239	1831	0	3238	0	0	5477	209	0	0	0	3227	0	0	0	643	14422	0	1289	0	230	1651	737	969	0	1910	0	3396	704	492	4300	0	0	0	0	0	0	0	0	665	2600	0	0	0	2436	0	0	0	0	0	852	0	1968	0	1330	154	0	0	4400	0	0	0	0	3752	7096	0	0	885	0	0	1017	0	0	0	0	0	0	0	0	0	123	0	29814	5933	0	0	0	10251	0	403	0	0	9428	215	4899	0	2957	0	0	0	0	285	0	0	0	0	743	0	0	1919	0	610
mOTU_linkage_group_279	0	2814	307.5	3879.5	1083	0	6579.5	0	12681	0	139.5	0	0	318.5	17155	982.5	663	0	0	3446.5	1607.5	0	246	947.5	1175.5	63222	3397	0	1696.75	3433.5	0	0	667.666656494	214.5	430.5	184.5	0	505	0	31	0	2607.5	1203.5	4.83333349228	4842.75	0	427	3720.5	1420.75	3420	0	677.5	243	0	107	129.25	1319	0	1625.5	0	246	243.5	0	2025.5	0	16227	1708	587.5	614	184.5	284.5	0	0	1297.5	813	6272	3187.5	0	345	0	369	0	337.5	0	256.5	941	393.5	1033	207.5	0	2827	1009	2026	0	222	0	207.5	676	246	665.5	0	8431	307.5	0	218.5	38	813	1786.5	0	4302	369	884.5	1180	2371	2176.5	1472.5	900	8121.5	1233	0	983	645	61.5	1772.5	0	739.5	0	184.5	0
mOTU_linkage_group_281	738	248	123	15442	4968	1810	1440	363	1390	1082	79	1945	8487	5842	3562	441	327	0	124	3638	222.000015259	2886	1923.99987793	456	972	0	31326	1089	965.99987793	17567	982	369	1517	817.000061035	0	667	1599	849	803	3597	700	115	124	124	3284	123	1294	338	0	4914	1763	354	786	541	914	514	372	567	3723.00024414	1458	16015	124	5027	7940	839	970	1230	492	16507	834	74	1668	2047	3252	23557	342	714	1088	345	246	455	1369	802	714.999938965	6568.00048828	735	1441	1142	873.99987793	246	7786	3923	5554	1528	1951	1459	22939.0039062	738	15454	8389	787.999938965	3608	3908	7542	982.999938965	973	777	694	5226	708	11623.9990234	7477	686	548	2278	720	573	27943	0	861	1528	702	975	5644	1920	372	717	1105.99987793	4685
mOTU_linkage_group_282	0	1509	6987	0	5861	0	0	0	0	0	3421	0	0	0	0	4345	781	0	0	0	0	0	0	6812	0	0	0	0	4920	0	0	0	0	2763	9128	9908	0	3714	0	0	0	0	29199	0	0	0	0	0	3586	8030	0	0	0	0	0	0	3022	363	0	0	3225	0	0	0	0	0	0	1862	0	0	12462	0	0	0	0	0	0	0	0	0	10636	0	12542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5920	0	0	0	0	0	0	0	0	0	6289	0	0	0	0	11151	0	0	0	8027	0	0	0
mOTU_linkage_group_283	0	248	0	0	0	0	0	0	5870	0	0	1102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4874	0	0	0	0	0	0	0	0	0	0	0	0	1076	0	0	0	460	1582	0	0	0	0	0	0	0	124	0	0	0	0	0	123	368	0	0	0	20249	0	2173	0	0	246	14256	0	0	0	0	0	0	0	3577	0	0	0	0	0	0	124	0	0	0	0	0	246	321	0	0	3202	0	4295	0	0	0	0	1811	0	0	2495	0	0	0	0	0	0	0	0	1363	0	0	0	0	0	0	3125	0	0	0	0	0	0	0	0
mOTU_linkage_group_284	108264.5	77882.1425781	25299.625	1496	40121	37173.5	81796	52611.7011719	169240.9921875	46625.5019531	27301.99902345	105462.5	24626	20329	100772.75	52439.5	45144.4980469	50376.2988281	104476.53125025	76315.0019531	70481.5	81262	82805	22940.49902345	39656.9980469	0	13267.5004883	129409.7734375	74856	57286.9980469	11626	117073.75	94412.875	66605	16304.0004883	66473.7871094	147490	91241.66796875	73385.5019531	13400.9995117	59256.0019531	50110.5019531	95318.5	91785.5	38939.0019531	40811.5	120195.41796875	102846.3984375	33303.50097655	50472.9980469	95597	82580.50390625	26285	59048	119904.5	43640	86875.5	70857	52974.5	171592.59375	68704.0019531	96453	102220.99609375	62371.9980469	51846.375	23077	101402.5	24106.5	42634.9980469	176062.5	33797.5	143698.003906	177803.0078125	140842	4708.5	74424	208144.625	112578.253906	596.5	58896.5	29468.5	71884.5	58552	111267.19921875	27336.375	62797.0019531	60455.25	225286.5	23906.49902345	162874	51894.5	48786.4980469	60055.5	107554.69921875	165043.28125	226062.5	20157.17285155	51893.0019531	59400.5	180116.625	99844.5	29715	144687.996094	78575.4980469	182827.25	152464.3359375	43999.00097655	63286.5	116473.5	73798.5	26758.00097655	88703.625	64821.5	177484	38425	27326.00097655	16310.6665039	45884.5	39112	91479.5	37701.5	43839.5019531	158123.5	92714.503906	79840.5	26528.5	92784.57421875	90530	204445.9921875
mOTU_linkage_group_287	18033	9637.5	12795.5	492	21676.5	16244	0	5771.50024414	29997.5	9865.5	9073	59124.5	1325.5	14309	0	11653	16871	4436.5	9966	3092	11301.9995117	7248.5	57146.5	11763	12113.5	0	0	37297.5	23956.5	3255	8746.5	7797.5	4317	6229.5	5320.5	17648.5	25861	3095	6393	1930.5	8606	3842	16916.5	7315.5	391	14483.5	10264	5522	25144	15855	4987.5	8268.5	2336.5	0	11390.5	3539	12298.5	4174	18664	11066	13076	16491.5	9139	19618.5	9440.00024414	867.5000305175	59086	13035	0	16102.5	11692.5	51620.5	42076.5	12010.5	6656.49975586	5563.50024414	0	32612	1900	7641	13160	4397.50024414	16014.5	7978	0	6377.99975586	5073	15758.10009765	7240	37469	21593.5	0	12255.5	8988	6793	19177.5	3432	7986.5	91042.5	14312.5	11451	3262.5	17433.5	18278.5	8131.5	20035	19012.5	19779	0	14691	0	9143.5	15622.5	8748.49951172	5803.5	7082.5	13135.5	3482.5	5836	0	507.5	20458	44475	88	0	12481.5004883	8102.5	11751.5	11666
mOTU_linkage_group_291	0	0	0	29.7777786255	5.33333349228	5.66666650772	0	0	19.1111106873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.11111116409	0	0	5.15789461136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114.22807312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.09090900421	0	0	0	0	0	0	0	0	3.46153855324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mOTU_linkage_group_292	0	3933	4132	246	1031	0	230	0	3440	0	11909	0	0	0	0	7330	5679	2813	4547	1124	5590	0	0	1952	10977	0	0	1540	8754	0	0	0	70	0	1951	6039	0	575	0	0	0	2257	8090	5697	0	123	0	3730	2297	41201	0	983	139	0	1637	0	902	238	737	0	0	434	0	0	124	0	0	9167	0	4159	5970	5236	0	0	0	0	0	3134	3306	3300	1039	491	6548	651	0	0	27003	0	0	1314	246	5823	0	248	0	0	2784	868	9671	0	11968	0	0	0	0	0	7647	5839	0	16400	3314	0	8027	10285	2220	7860	11167	0	11661	0	0	492	0	0	0	8118	246	0	0
mOTU_linkage_group_293	0	3211	467	14322.9990234	1798	0	11432	247	33496	0	804	492	821	615	25515	618	1834	412	292	9639	989	0	2519	342	1350.99987793	123	4548	618	3976	15950	0	369	5365	55	246	1230	0	2284	0	5459	405	4010	701	1792	17082	0	2895	5674	3989	3700	235	3716	244	460	124	2930.99975586	2351	318	5263	392	3894	819	1151	18836	0	23817.0019531	3478	0	3197	2571	230	2105	245	4458	33103	3815	24759	0	0	0	1098	0	1073	0	1556	2273	2115	4459	0	1042	20736.9980469	202	9284	46	15300.9990234	1216	7837	246	6413	246	0	51527.9960938	3304	0	1309	1963	1008	124	0	3415	5485.99951172	6154.00048828	425	4415	2259	3238	230	8005	1924	738	2751	2140	1236	16206	246	0	0	369	1801
mOTU_linkage_group_294	0	0	0	0	0	0	0	0	0	0	53.75	0	0	0	0	26.00000572205	0	0	0	0	0	0	0	59	0	0	0	0	145	0	0	0	0	0	416	199	0	0	0	0	0	35.38888549805	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437.840652466	6119.83984375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104.29412841775	0	0	0	0	0	0	0	0	821.9998779295	0	0	0	0	0	0	0	0	345.416648865	0	0	873.5	0	0	0	465.1282196045	0	0	0
mOTU_linkage_group_297	0	0	0	2430	0	3917	5973	2934	0	387	0	7736	28594	1433	0	0	0	0	0	0	0	2896	245	0	0	0	0	0	0	3019	0	2036	2150	0	0	0	246	0	0	246	0	0	0	1886	0	450	0	0	0	123	0	0	0	2728	0	1298	124	0	547	5871	0	372	3086	0	0	0	0	0	28975	0	0	0	4212	492	491	230	675	0	0	0	0	2632	213	0	13278	0	0	0	0	1669	555	0	2035	0	0	1281	2047	0	0	0	0	1352	0	2854	0	7522	0	0	823	0	4437	6469	0	0	0	0	0	0	0	2394	12636	0	859	0	0	0	738	246	0
mOTU_linkage_group_298	0	0.88461536169	0	0	0	0	0	0	0.54878050089	0	0	0	0	0	0	0	0	0	0	0.59210526943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285.5	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5625	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57317072153	50.5	0.5625	0	26	0	0	0	0	0	0	0	0	0.86538463831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.5
mOTU_linkage_group_299	5657.99951172	2966.50012207	3215.50012207	2798	3698.5	14020.5004883	12979.5004883	1962	16132.5	10386	3262	27501.50097655	7022	8065	10134	2016.5	4847.5	2382.00012207	7611.99975586	23999	8393.5	5801	8950.49951172	2438.5	2811.5	0	10872	2856.5	14074.0761719	2817.5	2817.49987793	5056.50024414	4775	11110.5	1899	7438.50048828	16851.5	3040.5	3423.5	12645.5004883	3133	715.5	7143.5	8355.50024414	1333.500061035	1754.5	23752.5	7044.50073242	3293.5	6577.00024414	6333.99975586	9284	2456	8747	1999.499938965	687.5	3596	3204.49987793	13322	20829.00097655	1953.000183105	3435.5	18308.5	4209.99975586	9787.5	15198.5	34335.5	2664	9607	27801	1070.5	9198.5	8962.5	6277	16785	3101.5	2288	10438.5	402.5	5263.5	2365	16750	3900.00012207	2649	2651.5	5404	3662.50012207	8864	4106.5	2112.5	3833	22731.0019531	59725	17277	13431	21380.5	16401.5	6919.5	10066.5	4653.00024414	7900	6831	8403.5	12390.0004883	9535.00048828	14573	1285.5	1647.5	4702.49975586	6294	6643.5	34527	11521	17502.5	7919.5	2335.5	1114.5	564.4999694825	3133	4121.5	73688.5	10369.50048828	3816	5242	7862.5	3361.5	9780.50048828	8961	14409
mOTU_linkage_group_301	0	0	0	0	0	61.5	7365.5	1143.5	0	721.5	0	0	184.5	1150.5	2052.5	0	0	0	219	5631.5	0	0	0	0	0	0	0	8280.5	0	0	0	0	5296.5	0	0	141.5	668	985.5	0	0	0	0	0	0	0	0	0	1148.5	0	0	1247.5	0	0	0	0	419.5	0	0	0	0	2066.5	124	0	0	2492.5	0	0	0	0	0	0	0	2058.5	383.5	0	0	0	0	0	0	0	0	0	223	0	437	4724.5	0	0	2752	0	0	25934	0	0	0	0	0	0	0	0	0	0	5661.5	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368.5	0	50	0	0	0	0	6824.5	779.5
mOTU_linkage_group_302	849	0	123	0	0	452	2072	1893.5	0	377	0	0	0	464	0	0	779	0	527	0	0	0	0	0	0	0	0	2996.5	0	4720.5	0	1175	274.5	0	0	0	11607.5	262	0	7367	0	230	0	0	0	0	0	0	0	36	1751	0	0	0	0	0	62	0	761.5	0	2226	186	479	0	1909.5	0	425	0	0	0	0	0	2361	0	2866	2057	0	0	0	709.5	0	0	0	185.5	0	0	2616.5	2458	0	1820.5	5181	2651	39654.5	0	0	0	355	0	9892.5	0	0	917.5	0	3293	0	6313.5	0	0	0	0	1565.5	0	0	0	0	0	0	0	0	761	1687	0	184.5	0	0	0	0	2938.5	246
mOTU_linkage_group_303	19423.9995117	14694.5	5572	0	4763.5	6049	0	0	18307.5	6020.5	8302.5	7468.5	0	0	0	16094.5	9260	7749	7321.5	0	11353	8842.5	1671.5	13758	21260.5	0	0	4745	14321	0	4725	15750	1036	9594.5	12736.4995117	26996.5	23984	8766	21112	0	22712.5	5912.5	21989.5	0	2227.5	24550	3024	5524	7528	11514	21483	20762	0	0	8154	7221	32534	8704	1565	0	5259.5	15458.5	6613	0	9467.5	0	5215.5	17554.5	0	21864	13999	17694	22537	0	353	19001.5	0	78	2229	22820.5	19976.5	17566.5	24307	8587.5	0	3375	0	12091.5	10476.5	415.5	0	3064	954.5	10357.5	50.5	14625.5004883	0	29877	3235	0	12249	349.5	11254	0	7972.5	28322	12956.9995117	19099	0	0	21998	3415	6690.5	22199.5	11370	10384	11779.5	0	9897	0	0	11909.5	11749	0	0	12381.5	13692.5	13157.5	14573.5
mOTU_linkage_group_304	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	63.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mOTU_linkage_group_305	5293.66650391	361	820	4070	0	246	7416.99951172	671	3012	3754	1365	0	18716	21062	3339	1991	2230	0	124	17207	1581.00012207	11688	6360	1698	463	0	0	0	937	614	4587	4210	3934.99975586	3844	369	596	246	2281	5162	0	5824	0	3776	728	583	246	1395	0	602	460	4288	4101.00048828	891.999938965	12125	7493	2947	1915	1971.00012207	799	9337	6758	134	1485	18913	4347	3127	1063	1071	539	9127	115	2503.99975586	1759	2539	6631	393	559	0	0	3299.5	1885	4741	2772	2398	9171	1558	2787.33325195	0	279	0	4855	24414	4086	4105	16757	353.999969482	12813	4698	1206	3380	6588	369	835	4804	5842	2345	886	1653	7362	952	33101	30366	741	2975	11029	613	293	888	248	6425.5	4824	1407	4029.99975586	10017	8234	0	2707	1017	4926
mOTU_linkage_group_306	7938.5	8594	8039.5	0	1681	0	1998.5	8108	797.5	2020	0	0	5313.50024414	216.5	4229	38912	5135.5	0	12128	0	8926.5	0	0	228	11950	0	0	8544	5614	10668.5	3529.5	1624	3697	925	458.5	1720.5	157.5	17824	0	5570.5	12846	0	656	0	1763.999938965	0	0	2811.5	0	1708	2005	0	11338	2119	0	3997	10992	3031	1316.5	0	629	5466	5990.5	41455.5	20950	823.5	492	16275	0	0	2426.5	5315	22773.5	6494.5	706.5	21566.50097655	0	594	1872.5	3599.5	1197.5	1259.5	3791.5	495.5	101.5	2193.50012207	6053.5	0	0	2188.5	1283	450	4747	5752.5	0	0	5894	2228.5	6520	0	0	0	0	14362	4672.5	8900	3064.5	17377.5	5002	0	855.5	0	371	0	4139.5	0	2387	638	0	1836	4120.5	4506.5	3725.5	1388.5	0	381	22913	3428	2492.5
