Sample_29	Sample_A49	Sample_52	Sample_37	Sample_8	Sample_14	Sample_A57	Sample_A32	Sample_A11	Sample_49	Sample_A29	Sample_32	Sample_11	Sample_57	Sample_A37	Sample_A14	Sample_A52	Sample_A43	Sample_A60	Sample_A05	Sample_A26	Sample_46	Sample_65	Sample_23	Sample_A38	Sample_58	Sample_2	Sample_A23	Sample_A46	Sample_26	Sample_43	Sample_60	Sample_A58	Sample_38	Sample_7	Sample_6	Sample_39	Sample_A59	Sample_61	Sample_42	Sample_27	Sample_A64	Sample_A47	Sample_A22	Sample_A01	Sample_3	Sample_59	Sample_A39	Sample_22	Sample_64	Sample_47	Sample_A27	Sample_A04	Sample_A61	Sample_A42	Sample_A53	Sample_A15	Sample_A36	Sample_56	Sample_10	Sample_33	Sample_A28	Sample_48	Sample_A10	Sample_A33	Sample_A56	Sample_9	Sample_15	Sample_36	Sample_53	Sample_A48	Sample_28	Sample_51	Sample_17	Sample_34	Sample_A54	Sample_A12	Sample_A31	Sample_A09	Sample_12	Sample_31	Sample_54	Sample_A17	Sample_A34	Sample_A51	Sample_A63	Sample_A40	Sample_A25	Sample_A06	Sample_45	Sample_20	Sample_A18	Sample_1	Sample_A20	Sample_A03	Sample_A45	Sample_25	Sample_63	Sample_40	Sample_18	Sample_4	Sample_19	Sample_5	Sample_41	Sample_62	Sample_24	Sample_A44	Sample_A02	Sample_A21	Sample_A19	Sample_21	Sample_44	Sample_A07	Sample_A24	Sample_A41	Sample_A62	Sample_A50	Sample_A35	Sample_A16	Sample_55	Sample_30	Sample_13	Sample_A08	Sample_A30	Sample_A13	Sample_A55	Sample_35	Sample_16	Sample_50
mOTU_linkage_group_167	25550.0029297	4586	168.500011444	72488	1168.499816895	74941	25607.3330078	43503.50390625	15010.50146485	22235.99902345	498.5	65468	135944.003906	26767.5029297	158659.5	2230.99987793	4449	4846.99975586	7933	70598.5078125	7229.5	28223.00097655	7304.50048828	259.500061035	3793.50012207	0	71280.4980469	21949.99902345	2304.5	123655.0078125	2948.5	56809.4980469	18803.0019531	18562.00097655	0	8372.99951172	39329.5	11304	10337	205647.96875	18105.99902345	0	11901.9995117	13768.9995117	113933.996094	2988.50024414	60129	19847.5	0	1691	58316	5664.99975586	2373.49975586	41845.49609375	3760.49975586	17416.5019531	18373.5	7933.49975586	25521.49707035	31250.99902345	89716.9921875	6390	38770.00585935	74122.00390625	49747.5	16019.5	44140.9980469	0	88995	23480.5	0	41651.50195315	78152	14207.0004883	166093.4921875	9072.99951172	23866.5	29928.50097655	0	1012	184.5000076295	31242.9980469	2152.50012207	16404.5	129112.503906	50141.5	22796.5	25276.49902345	2277.5	31039.5	28097	37270.49609375	198600.4921875	21645.99902345	99645.0117185	37452.99609375	66562	4577.5	25488.5	45866.4980469	3459.99987793	177056.9921875	57762.4980469	128630	32463	96398.50390625	61.9999923705	209.999984741	54480	10041.0004883	49543.9980469	149320	247.9999923705	8984.50097656	14659	2025	172.0000076295	447135	537	83513.49609375	177107.5	1472.99987793	65683	231770	27169.5019531	248.0000305175	50334.49414065	77264	70420.00390625
mOTU_linkage_group_169	14336.0004883	15769	9570.50048828	94061	36126	60277	49026.50390625	14573.5	62758.4980469	50549	13112.4995117	139531.5	209874.5	108752	76916	7349.50024414	10808.99951172	2290	7950.50024414	121842	21547.5	42127.49609375	44378.49609375	13564.5	15940	0	138156.4921875	15301.5004883	34176.4980469	95093.99609375	20693.9980469	10765.49902345	59497.5	53690.99609375	7783.00024414	36458	19379.99707035	21053	15542.5	221101.4921875	17964.00097655	15568	19425.00097655	11995.0004883	175375.0078125	12101.5	74395	7026.50024414	11852.5	36153	16658.99902345	12981.5	29327.50097655	15987.5004883	12107.4995117	15612.9995117	13628.00146485	9246	27748.5	29054.5	122147.5	8909	21486	243493.015625	5599.00024414	31552.50097655	33451.5	9486.49902345	124855.996094	18933.5	3904.99975586	47981	39900.0019531	51855.5019531	98006	4978.5	19698.00097655	18784	16991	16807.5	15081.5	33566.99902345	13730.5004883	8269.49951172	158165.9921875	36919.9980469	14228.00048825	15308	17783.5	13434.5004883	109995.996094	27885.00097655	137308.0078125	27483.5	76822.5	60147	89137.5	18372	77233.5	61897.9980469	17473.0019531	108202.496094	45447.0019531	76780.00390625	52164.9980469	47419.00195315	9717.5	19184	63851.00390625	25604.50097655	43734.5	123726.0117185	25760	12457.4995117	22217.49902345	12068.5	8156.50073242	459383.5	3298	16660.5	101117	14398.0004883	39643	166747.984375	40546.0019531	7483.50024414	20958	45361.4960938	73568.5
mOTU_linkage_group_170	0	41003	37726	0	79267	0	0	0	0	0	9213.5	0	0	0	0	52762	12287.5	1764	0	0	20690.50097655	0	0	51309.6660156	93779.5	0	0	0	13869.5	0	100522	0	0	0	84896.5	4019.00012207	0	4247.99987793	0	0	1944.5	31150	14752	0	24068.5	0	333	0	63117.4980469	112911.503906	0	0	32550.6669922	0	0	56	0	1656.5	0	0	0	1301.5	0	0	0	62	17007.5	38968	0	0	15974	0	0	0	0	0	0	0	90689.5	1153	61212.5	0	30810	0	0	0	0	0	119814	0	0	0	0	0	0	0	0	2830.5	6896.5	0	23903.00097655	0	0	0	0	0	38713	64625.1660156	0	23750.5	0	0	41633.5019531	0	9176	61804.9980469	35324.0019531	0	8389	0	0	26504.99902345	0	0	0	3032.99987793	2184.5	0	0
mOTU_linkage_group_171	29129.5	0	6176	861	1810.5	0	19586.5	62	0	0	21723.99902345	0	307.5	1753.000061035	0	18404	1090.5	4137	0	297535	2086.49987793	6514	3389	1263	16860.4995117	0	0	0	935.5	0	97672	3814.99987793	8079	19197.99902345	11476.4995117	0	0	31290.5	20290.49902345	0	4025.5	4231	61564.0019531	0	3080.5	8856	3782	2423.5	2241	0	25862.50097655	34442.5	6670.5	42784.4980469	33675	323	14033.0004883	26628.99902345	0	0	3075.00012207	0	3452	0	23647.00097655	0	0	1831.5	0	0	8961.5	0	62893.5	11232.9995117	0	0	0	0	172.4999923705	6955.50024414	0	24055.99902345	1520.499938965	38993	0	15515.9995117	0	12512.0004883	13669	0	0	0	0	54622	857.5000305175	0	0	58979.5019531	0	54533.9980469	22070.5	0	3451.50012207	0	0	0	10640.50048828	4929.99975586	22101.49902345	18078.5	0	63256.5039062	18621.50097655	0	60177.5019531	1157.5	0	0	15716.9995117	184.5	0	2350	1599.000061035	0	148582	0	3161.50012207	4312.5	2514.5
mOTU_linkage_group_176	0	247.9999923705	16359.9995117	0	8919.5	2035.5	0	0	1421	8937.49975586	44222	0	20570.5	14738	0	26819	0	3690.5	27617.5	0	8476.5	1778.49987793	84671	4243.99987793	10610	0	0	0	11309.9995117	0	20853.49902345	12152.9995117	1449.5	6987.50024414	56204.5	13691.0004883	0	3935	954.9999694825	0	33209	31108.99902345	15815.9995117	0	0	36982.5	0	354.500015259	83786.50390625	5488	9243.5	85346.5	2819.99987793	0	0	355	2759.5	10931.0004883	246	6398.99975586	4808	594.500061035	3915	185063.5078125	679.9999694825	139164	1079	13218.5004883	0	0	5125	0	8996	0	15772.5	67	0	0	57.4999961855	11705.5	1912	4480.5	2135.49987793	5853.00024414	0	8042.5	0	0	20934.5	0	115506.5	11479	0	0	14322	0	0	25600.5	430.000015259	0	0	0	67867.5	16294	46630.5	0	19121	14857.5	0	0	0	0	0	45466	6050.5	25412	5203.5	0	0	0	0	11699.4995117	0	86.5	0	22071.49902345	10927.99951172	26015.5	5596
mOTU_linkage_group_177	0	310	31176.5	0	3451.5	0	0	0	0	0	2506.5	0	0	0	0	18907.5	92.5	0	0	0	0	0	0	12135	5374.5	0	0	0	1538	0	997	0	0	0	11997	1796	0	0	0	0	0	3020.5	0	0	0	649	0	0	4827.25	21439	0	0	636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11791.5	0	0	6718	0	0	0	0	0	0	0	62541	4131	6985	0	16332.75	0	0	0	0	0	3967.5	0	0	0	0	0	0	0	0	0	0	0	1081	0	0	0	0	0	5847.5	3830.5	0	526.5	0	0	17765	0	0	12441.5	8315	0	1500.5	0	0	0	0	0	0	1087	0	0	0
mOTU_linkage_group_178	253800.5625	672083.53125	42074	33897.5019531	233970.5	255126.53125	321145.5	374707.21875	1037440.03125	549555.515625	61149.5	1251879.0625	309863.015625	159892.4921875	1276155.125	136031.0078125	244064.5390625	181688	597194.53125	437736.921875	279865.546875	207552.9921875	309400.015625	81405.49609375	146413.65625	526.9999694825	155969	1136560.90625	584512	482251.53125	29309.50292965	556663.453125	86933	90774.50390625	56709.9960938	393158.515625	703727.59375	100683.50390625	218625.53125	48178.50390625	382589.96875	159274.515625	126190.9921875	178657.5078125	305589	103048.0078125	762579.46875	258058.4296875	542175.625	268155.9921875	274259.640625	112930.01953125	301798.0078125	125759.0976565	158834	250806.9921875	390684.03125	125907.9921875	708966.5	555501.546875	268129.484375	254973.1328125	293784.1875	1287752.4375	444655.53125	154118	824956.5	97067.558594	260965.5078125	715738.46875	102621.496094	479488	534040.046875	503072.53125	248893.3359375	188931.0078125	1074833.875	269079.4765625	52308.64257815	87824.5	65551.00195315	243110	178968.5	279385.9609375	244447.8984375	237495.59375	447536.09375	325711.0625	460920.71875	540995	575038.109375	242728.5078125	670555.75	572813.875	1698841.3125	459710.453125	206917.5	100441.10156225	927827.59375	94372.99609375	227291.4765625	133508.1054685	425981.53125	418886.5	150160.4921875	756383	212229.5	371975	354661.515625	54778.0019531	148250.0234375	235121	597230.46875	742298.6875	40221.5	59775	70503.0019531	278131.4921875	234265.015625	231630.0078125	351583.53125	185471	1321296.1875	282205.765625	624471.09375	230612.015625	336389.015625	362566.671875	307658.015625
mOTU_linkage_group_179	8226	4703	14231.0004883	2898	0	14855	48368.1269531	93790.49218775	0	60893.9980469	12335.8330078	0	114580.4921875	5686.50048828	55148.0019531	33840.0019531	21314.9980469	0	10352.00097658	26519.0019531	9601.5	109049.4921875	1044	7252.99975586	24976.50097655	15921.4980469	0	32859.00292965	72025.5078125	114186.9882815	0	46820.9980469	12487.5	0	7070	150367	131535.5	97068.99609375	0	0	1532.50012207	5439.99902344	10681.5	0	0	0	79503.5	24026.5	0	26165	65601.00585935	0	0	69006.5	0	46054.5	73484.5	36013	32339.00097655	0	34415.4980469	50306.4980469	40177.4980469	35254.49902345	56553.50390625	0	28722.50097655	14467.4990234	0	0	6160.832763675	30082.5	0	135485	9285.5004883	40624	0	0	3887.50036621	25510.0019531	17648.50097655	29391.5	11396.7919922	32335.0849609	0	23509	45763.8359375	0	282867.015625	219252.9765625	70431.00195315	0	34026.5	62.0000038145	0	0	0	5840.49975586	59013	0	0	0	0	33952.49707035	0	38484	8419	8653.49951172	20355.00097655	0	0	0	25425.00097655	0	6968.49951172	0	27437.5	0	0	25973.50097655	51690.9980469	22629.79199215	88320.00390625	63450.5019531	0	40205.5019531	18462.5004883	11157.4995117	57569.5
mOTU_linkage_group_181	148292	38762	36697	1926	33475.5	50245.5	0	0	62	23719.49902345	54381.5	132373.5	43166	33764.5	24432	57716.5	52596.5	44957	24471.5	57381	32220.5	55554.5	122998	60151	44451.5	0	0	685	57238	37.5	28889	84404.5	25208.5	29413	113145.5	180999.5	104256.5	37379.5	103018.5	0	152013.5	27012	91236	55483.5	24592.5	103322.5	66895.5	80239	105253	31269.5	136775	57521	0	29337	0	35060.99902345	65905	44010	51439.4980469	369238	40158	100938.49609375	40445	0	57645.9980469	185.5	110816	96288.5	0	0	50405.5	284867	127754	59499.9980469	1106.5	45265.9980469	0	364.5	13778.5004883	171526	52362	112096	70129.5	92266	0	68927.5	27402	19811	25956.00097655	253600.5	246	0	192026	36270	15841	108877	0	176084.4921875	77011	129734	80186	65062.5	97454	79622.5	67582.5	171930	35841	75900.5	21998	27162.5	0	96475.5	55192	0	18243.5	18470	38549.5	0	55649.5019531	0	0	144101	305987.5	62	0	53993.5	55396.5	108866.5	130006.5
mOTU_linkage_group_184	43112.5	5602.908447265	2433.5	58273.5	33096.1660156	43453.5	5819.75	13267.3334961	41091.1660156	23531.5	3604.5	42619	58835	36945.5	120639.5	2293.5	4056.5	1495	2012.5	23713	4924.45703125	13020.4995117	12166.1669922	3556	4142	0	54170.5	11125	14893.25	46483.5	17967.25	18213.5	9454.55859375	42594.9980469	1475.499938965	23826.8496094	26075.5	5940.875	9996	250332.40625	19415.5830078	2148	13852.5	8899	191837.0078125	13806.8334961	55389	4411	2478.19995117	7655	42360.35351565	2293	3724.5	9449.25	5628	18959.8330078	5662	3588.5	9718	25598.33203125	93962.58203125	5194.5	14885.5	68543.83007815	20708.3330078	4835.5	23718	1389.200012205	173527.65625	12237.5	1770.83331299	51607.5	39299.6660156	9229	28227.5	4371.5	7875.25	9013.05810547	1530.5	11548	4261	15495.5	13792.8334961	5602.5	28922.6669922	16771.75	10917.4995117	7408.50024414	5997	13259.9746094	19115.25	14904.0004883	60042.08203125	8340.5	15527.9174805	18148.8330078	16293.5	6984.5	18295	57376.83203125	7266.32470703	67758.28320315	48757.3339844	38103	14301.5	40099.3339844	2577	4704.666748045	53086.8339844	9722.5	43157	260910	7283	1609.25	22558.5	1387.5	2320.666625975	177378.75	1295.5	28085.25	53697.4160156	4840	16775.5	85213.83203125	63245.5	1907.5	39485	50708.5839844	34314.99902345
mOTU_linkage_group_186	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5326	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1891	492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	718	0	294	0	0	0	0	0	0	0	0	14104	0	0	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mOTU_linkage_group_191	36295	7706.5	61.5	0	4605.49975586	0	0	2974.50012207	210262.5	0	16855.5	11954.4995117	2966.5	2453.5	0	2634.5	3761.5	4813.5	36638	4523.5	3575.5	44927.5	3685.5	3991.5	8112.5	0	0	5723	17391	0	27453.49902345	8768.00048828	163.5	2718	19808.50097655	22574.5	14667.4995117	9444.5	15848	1392.5	9941.5	14577	4478.5	5853	3858.49987793	16725	1725.5	8183.5	3516	481	26344.99902345	12441	21177.5	2022	17394.5	8539.5	12237	7621	553	62481	6712	8928	8106.00024414	6385	21389.50097655	2700	491.5	3983	0	71777.5	3780	35167	14670	21231	6838.5	5307.5	0	7408	1524.5	6227.5	3739.00012207	18139	891	34139	0	7613.5	1492.5	6990.5	0	0	3974	7203	18023.49902345	19845.5	2131.50012207	15352.5	0	10416.5	921.5	12013.49951172	6381	910	20371.5	2743	4108.99975586	40360	1177.5	7284.5	14267	5749.00024414	8540	0	16921	18978	20905.5	7059	3001.50012207	0	9922.5	0	0	184.5	48178.4980469	0	0	7665.5	921	3061.5	18498.5
mOTU_linkage_group_192	30285.49902345	80979.5	43301	2271.5	86733.5	59914	2749.5	24253.5	72446.4980469	80890.00390625	26897.5	198599.4921875	19600.99902345	35286	8804.5	25409	48716.00195315	17198.9995117	51337.5	15966.4995117	22183.00097655	29402.49902345	116164.5039065	52203.00390625	45712.5	0	37792.4960938	122260.003906	140584.5	45563.0039062	18750.99951175	66131	24713.00097655	15565.50097655	39901.5	100458.49609375	98489.00000025	16748.5	28912.5	9159.50048828	88936.49609375	30935.4970703	65814	10209.0004883	24100.99902345	64442.5546875	88562	47762.5	169656.5	111509.5039065	53629	11736.5004883	37250.5	12022.9995117	0	40464.4980469	37143.4980469	12568.5004883	126543.503906	77405.5	89795.50390625	48713.5019531	54056	23791.5	41302.9980469	6467.99975586	296050	79819.5	0	94221.99609375	45575.5	132039.5	163142.515625	19382.49902345	55187.9960938	43703.0019531	0	45507.5	12534.5	61072.5	39404.0019531	28362.50097655	60990	25440	5347.99975586	20284	35434.5	15481	69397.99609375	141549.0078125	44226.9980469	28386.99902345	78054.5	29939.4980469	84963.00390625	56459.5019531	30507.00097655	33052.5	352154.484375	47460.0019531	42962.0019531	38899.5	57975.49609375	108579	44638	100181.5	61753.5	137457.5	4496.49975586	9372.5	40347	69274.50390625	77152.5	101540.5	5115	38168	47067.5	24449.00097655	45979.5	5073.50048828	39037.5019531	60528.0019531	129970.003906	5318.00024414	0	62938	64423.9980469	101324.00390625	93354.99609375
mOTU_linkage_group_193	1367.5	0	0	0	0	0	218.5	423	86.400001526	0	57.5	159.5	752	19020	171	10.39999961855	0	637	233.5	0	36.20000076295	3419.600097655	0	11.39999961855	0	0	12357.5	884.5	0	37	0	8719.5	269.5	0	0	0	15906.5	0	0	206354.5	2525	0	202.300003052	13068.4003906	490.5	0	23788	496	0	0	106.199996948	24.6666660309	0	0	494	9.60000038145	0	0	123	15554	615	0	0	65.1500015259	237.5	0	0	0	2597.5	0	0	0	2184	0	11136.2001953	0	20	22681.36621095	0	0	0	385.5	13.25	115.5	28504.5	1862	545	5321.5	0	0	2548.5	4003	492	8050	270	0	9779.7998047	0	0	62.70000076295	0	0	1291.5	61.5	521	9.60000038145	0	0	12.39999961855	0	857.099975585	536.6000061035	0	1740.5	49.5999984741	0	0	6552.5	0	0	339.5	0	0	1217	0	0	76	0	13608.5
mOTU_linkage_group_194	0	1556.5	14087	0	601.5	0	0	0	0	0	57.5	0	0	0	0	9883	295	223	1223.5	0	38723	0	1673.5	755.5	40307.5	0	0	0	502	0	2844	0	0	1910.5	3283	0	0	2849.5	10280	0	0	0	10098	0	170927	69438	1922	0	841	12833	0	0	5761	0	0	0	0	2097	0	0	0	1069	0	0	0	0	3095	0	0	0	646	804	0	0	0	10366	0	0	141	16946.5	369	8641.5	31693	0	0	0	0	25.5	41378.5	0	0	0	0	0	0	0	0	74611.5	336	0	7486.5	0	0	0	1100.5	0	810	4227.5	0	17173.5	0	0	22758.5	351	5414.5	4128.5	99	0	14944.5	0	0	30451.5	0	0	0	0	123	0	0
mOTU_linkage_group_196	110592	91026.05859375	10543.99902345	2078	39625	65723.00390625	82712.99609375	119526.1914065	41213.8496094	59881.0019531	40888.2988281	276075.9375	30265.5	25023	160667.1484375	32334	43434.1425781	65714.0019531	137876.3359375	122851.5	82255.25	76293.5	54409.5	11522.9995117	36497.4980469	0	31504.0761719	205188.3515625	41218.0019531	156441.75	9791.861328125	206350.71875	66683.3847656	25021	5972.49975586	87099.41796875	187410.546875	47317.5	56520.5019531	10288	128370	34847.2216797	24977	142603.5	21580.5	26776.0546875	212494.2265625	95011.90234375	46293.5	43543.4980469	118671.5	70492.72265625	9550.5	43828.5019531	94798.50390625	48327.9980469	102950.625	53136.5	113896.25	335691.109375	211995	102171.0390625	161568.5	86715.44921875	62199.9980469	27900.99902345	78349.703125	13706.4995117	53179.2480469	273387.53125	29160	110036.996094	190150.9921875	127093.0078125	13654.5	78509.265625	706301.75	162662.3515625	853.9999694825	47905.0664063	6833.5	50328.9980469	34025.7539062	122980.035156	84744.125	69836.671875	146275	173795.109375	27017.99902345	223550	63404.99609375	28796.75	71839.75	142923	261713.78125	215612.7109375	40212.8261719	33479.5	69139	141662.4296875	69493.34375	10248.50097655	177683.3359375	87663	109249.75	235823.0703125	40089.4980469	60697.9980469	117704.75	29678.0703125	19783.00097655	67870	79356	130254.2421875	22220	21667.97070315	12413.0004883	50848	58408.9980469	101431.4296875	65265.22265625	28404	357872.75	74060	83004.5	34168.96191405	138818.5	117265.503906	228296.28125
mOTU_linkage_group_197	126509	98291	17235	54857	54777	154422	180096	162457	794029	49694	16232.0009766	134849	96749	75965	352292	42637.0039062	46988	49227	87538.25	659431.5	63061	83341	134279	33792	25749	0	135219.5	177259	143964	868044	18959	167258	142685	105592	56452	104931	255059	64696	56900	226162.046875	145678	92699	177811.5	127337	1993528.875	59772.0078125	213261	144306	25583	66880	98644	88156	24987	86493	96410	53549	78123.625	51772	70969	214560.015625	171711	88297	52647	291051.5	118089	148305	230235	18380	237764	229852.5	31490	345888	218667.984375	86922	152847	109960	654066	85839.5	6441	51477	77414.0078125	121883	62283	112824	278632	187769	163347	198178	47661	303340	440927.75	247032	263676	195614	1054756	311982	185819	50358	126915	321612	93415	733857.25	483190.5	162227	306839	150410	42537	50652	217078	63751	362267	376411	73479	197060	16269.0009766	25975	22922.9980469	300694.0625	31287	115167.5	169142	25021	194581	1812987.5	165995	30019	91605.0234375	143284	276620
mOTU_linkage_group_198	42496.5	26879.5	3114.5	853	26719.55566405	32968.5	39603	48784.5	165968.0078125	43124	4072	429061.5	32767	25294	78657.5	13450	5787.5	7512.00024414	57086.9980469	26787	33618.00097655	3964	69290.5	5840.5	5483.50024414	0	75156	71575	34200.5	54201.5019531	14336	59328	32566	43404.9980469	12944.0004883	32889	83000	12071.4995117	87951.6953125	6249	47784	8558.5	14326.5	90337.5	42428	10870	85688.49609375	28504.5	30045	25614.5	82415.5	31493.5	14367.5	39024	96.25	47156	57237.5019531	30775.5	138121.703125	183199.5	137946	46063.5	58756.5	110405	34889.5	11417	142553.5	11235.5	47465.5	260639	3567.5	116839.5	201767.4921875	89942.5	3724	31105.5	116594.996094	98295	0	20928	10648	4583.5	14446.5	50340.0019531	48998.5	39828.5	23772.5	131401.5	24376.49902345	75015	42742	6714.50024414	64011	56835.5019531	89859	133004.5	65058	67721.50390625	142035.003906	138859	22271	29232	66822.5	142301.5	60704.5	126228.503906	11082.5	17367.5	91813	10031.5	10417.9995117	26797.99902345	24680.5	131467.503906	1963.5	6293.5	6054	29842	5831.49975586	75547	67822.9980469	17658.5	171423.5	35299.4160156	93121	4409.5	93092	70351	157821
mOTU_linkage_group_200	3745	0	0	7256	0	6162	0	4312	124	0	0	1504	194	0	0	0	0	0	0	0	0	0	0	0	0	0	937	662	0	11632	0	246	0	0	0	0	0	0	0	33156	0	0	0	5449	0	0	0	0	368	0	0	0	0	0	0	0	0	0	4560	1226	984	318	0	0	0	0	0	0	6278	0	0	0	0	0	1937	0	0	0	0	0	0	0	0	0	11468	0	0	0	0	246	4139	0	14543	8294	0	0	7076	0	0	0	0	0	2159	246	0	0	0	0	467	0	0	1538	0	0	0	0	0	742	0	0	45859	0	0	2331	124	0	0	0	0
mOTU_linkage_group_201	0	961	25072.5	0	866	0	0	0	0	0	2527.5	0	0	0	0	2272.66668701	223.5	0	0	0	0	0	0	15534.5	54	0	0	0	1948	0	12192	0	0	0	50874.5	1765	0	0	0	0	0	6596	0	0	0	1337	0	0	2579.5	8153.75	0	0	8276.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11698.5	0	0	2159	0	0	0	0	0	0	0	44958.25	2943.5	34878	0	1091	0	0	0	0	0	972	0	0	0	0	0	0	0	0	0	0	0	16759	0	0	0	0	0	6475.25	15353	0	0	0	0	17620.25	0	11.75	1198.5	7860	0	930.5	0	0	0	0	0	0	5814	1078	0	0
mOTU_linkage_group_202	103.2714309693	0	0	1329.4325561535	0	0	0	0	130.83333206175	15.30000019075	0	49.70000076295	204.550003052	27.69999980925	0	0	0	0	0	0	0	0	7.125	0	0	61.5	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	174.33333969115	0	47.25	13.5	0	5.75	0	0	13.33333301545	0	0	0	0	22.56666612625	0	31.73928546905	526.554748535	0	0	0	0	0	0	0	0	9.33333301545	0	0	0	0	0	42.86309432985	101.47500038145	0	19.733332634	0	47	0	18.8333339691	0	52.1666660309	0	0	18.17500019075	43.25833320615	112.691669464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.8499984741	0	0	0	0	0
mOTU_linkage_group_203	0	4100	7313	0	1620	0	0	0	0	0	3148	0	0	0	0	7584	5518	0	0	0	496	0	0	26577	2885	0	0	0	1258	0	3977	0	0	172	18126	907	0	0	0	0	0	3075	2291	0	78	2350	0	0	2245	10538	0	0	3276	0	0	670	0	0	0	0	0	248	0	0	0	0	492	12551	0	0	4708	0	0	0	0	774	0	0	4955	1885	89047	0	7571	0	0	0	0	0	5995	0	0	0	0	0	0	0	0	2764	3247	0	10778	0	0	0	0	0	3064	3877	0	1376	0	0	5784	0	1196	11386	9127	0	2303	0	0	6534	0	0	0	2975	2825	0	0
mOTU_linkage_group_204	0	0	246	0	2839	0	0	0	0	0	346	0	0	0	0	0	0	0	0	0	0	0	0	412	724	0	0	0	1018	0	26891	0	0	0	1367	157	0	1522	0	49	710	0	0	0	102	6769	0	0	246	72	0	0	1192	0	0	0	0	194	0	0	787	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	228	3341	313	0	645	0	0	0	0	0	617	0	0	0	0	0	0	0	0	2029	0	0	246	0	0	0	0	0	332	63	0	0	0	589.5	367	0	229	0	230	0	0	0	0	1530	0	0	0	0	0	0	0
mOTU_linkage_group_206	0	3540.50012207	6269.5	0	347	0	0	0	2235	0	3764	0	0	0	0	3564.5	6469.5	1321.5	1575.5	0	8263.49926758	0	0	37389	7289.833251955	0	0	0	892	0	33057.5	0	0	0	16696.25	977.5	0	7585.5	1980	0	2771.5	5709	6848.50024414	0	61483.5	28959.5	55211	0	1371	18993.5	0	880	24845.00097655	0	0	743.5	1534	4411	0	0	0	4255.49987793	0	0	0	6244.5	0	27744	0	0	3822.5	633.5	0	0	0	15918.0004883	0	34.5	11431.25	12188.0004883	17574	3965.5	11309.5	39	0	218.0000076295	0	14120.5	80398.828125	0	0	0	0	0	0	0	0	7425.50024414	8471.166503905	0	41812.875	0	0	0	3165	0	10443.1665039	32518.5	0	14658.4995117	0	0	38315.5	0	2866.5	10056	13021.125	0	17336.5	0	0	96419.5	0	0	0	6047	10700	0	0
mOTU_linkage_group_207	834.5	0	4086.5	0	0	8861	0	0	0	5706	4557	0	0	0	0	45910.5	0	16352.5	0	0	1021.5	0	0	0	0	0	0	478.666671753	757	0	0	2204.5	0	2718.5	0	49002	0	0	0	0	0	0	4226.5	0	0	0	0	0	34736.5	1392	0	0	0	0	0	0	3136.5	4424.5	0	0	0	10527.5	0	0	0	0	0	36195.5	0	0	31587	0	0	0	0	0	0	0	0	10659.5	5381	246	14784.5	0	0	0	0	0	0	63923.5	0	0	0	992.5	0	0	0	0	0	0	0	0	0	0	0	0	16962.5	0	0	0	0	0	0	0	0	0	7544.5	0	0	0	0	4371	0	0	0	18157	0	0	0
mOTU_linkage_group_208	7487.99951172	4143	5087.99975586	4290	6631.49951172	16376.49951175	17053.5	19489	10327.86376955	12481	10131.27294925	17366.00097655	17987.53808595	3769.99975586	30067.50097655	6045.5	16191	7950.00024414	8467	74284.5	13187.5004883	6410.75	2486.99987793	4331.99975586	6826.50024414	0	23624	20397.9082031	13503.75	23931.5	2715.5	3592.99975586	13911	6400.5	2186.50012207	8671	7801.00024414	8671.12451172	1145.5	71592.40625	13128.5	4818.00073242	4591	17536	41801.2734375	2695.50012207	4013.99975586	7796.99951172	4896.00024414	6830.5	2070	5667.00024414	18516.5	8348.99951172	3563.5	6379	6499.50024414	7345	39370.00292965	19906.21484375	10030.99951172	11569	41112.9980469	61049	25718.99902345	30625.5019531	14639.4995117	4042.50012207	20532.50097655	8700.5	1178.000061035	4069.5	11247.5	6839.5	40520	16519.99853515	4395.5	22713.50097655	6551.49975586	4565.00061035	4262	13372.4995117	11138.99902345	3820.5	91696.00390625	16982.5	19001.8183594	31974.5	10724.5	9690.9995117	25788.49902345	23186.3183594	46779.36328125	50665	42334.0019531	24729.5	16978.5	6179.49975586	8758.646972655	12471.5004883	3517.49987793	11005.00097658	10011.5	13847.99902345	5896.50024414	21644.5	8729.99926756	13494	19220.99902345	13352.5	25672.5	10902.9990234	18224.5	25459	47330	6294.5	4392.5	222025	3120.50012207	3803.99987793	98371.496094	5738.00024414	19622	125243	8639.5	3175.99987793	13539.0004883	7259.75	18895.94433595
